ticker,net_profit_margin,eps_ttm,eps_forward,eps_growth_fwd,pe_ratio,market_cap,sector,beta,dividend_yield,five_year_avg_dividend_yield,current_price,rsi_14,ma_50,ma_200,ma_signal,abnormal_return,52w_high,52w_low,pct_from_52w_high,net_insider_shares,tier1_score,tier2_score,tier3_score,composite_score,vix,macro_gdp_growth_rate,macro_inflation_rate_cpi,macro_policy_rate_change,macro_policy_rate_current,signal,eps_revision_pct
TRV,0.1278,27.42,28.31988,0.0328,10.605033,64864616448,Financial Services,0.502,1.51,0.0193,290.79,33.52,295.66,277.9,BULLISH (Golden Cross),-0.0065,310.9,230.18,-0.0647,0,61.1,62.8,50.0,60.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
APD,-0.0267,-1.48,14.03731,10.4847,,64264089600,Basic Materials,0.864,2.49,0.0241,288.62,47.6,279.32,271.08,BULLISH (Golden Cross),-0.0123,295.18,229.09,-0.0222,0,61.7,60.9,50.0,60.3,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
CEG,0.0908,7.4,14.07247,0.9017,38.17162,102337372160,Utilities,1.107,0.61,,282.47,41.49,295.69,328.69,BEARISH (Death Cross),0.004,402.95,170.1,-0.299,0,69.3,44.7,50.0,60.0,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,BUY         ^,0.0
HD,0.086,14.24,16.30944,0.1453,23.304426,330531405824,Consumer Cyclical,1.044,2.83,0.0234,331.86,43.93,361.71,369.37,BEARISH (Death Cross),0.0019,417.91,320.75,-0.2059,0,68.9,44.0,50.0,59.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
PSX,0.0332,10.79,14.16465,0.3128,16.328081,70603079680,Energy,0.871,2.79,0.0381,176.18,52.49,160.83,137.04,BULLISH (Golden Cross),-0.0389,188.28,89.58,-0.0643,0,64.5,52.0,50.0,59.3,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
DIS,0.128,6.79,7.34198,0.0813,14.306333,172266815488,Communication Services,1.443,1.56,0.0138,97.14,42.67,103.73,111.14,BEARISH (Death Cross),-0.002,123.18,80.83,-0.2114,0,69.2,42.7,50.0,59.3,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
MPC,0.0304,13.21,17.67976,0.3384,17.874716,69595521024,Energy,0.708,1.56,0.0242,236.12,55.21,208.77,185.76,BULLISH (Golden Cross),-0.0378,251.91,116.06,-0.0627,0,64.2,52.4,50.0,59.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
BX,0.2124,3.88,7.8163,1.0145,29.467783,139747328000,Financial Services,1.794,4.12,0.0334,114.33,72.01,122.6,148.49,BEARISH (Death Cross),-0.018,184.87,102.12,-0.3815,0,78.4,24.0,50.0,59.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
CMCSA,0.1617,5.39,3.87522,-0.281,5.166048,101464244224,Communication Services,0.78,4.6,0.0291,27.84,27.46,30.27,29.12,BULLISH (Golden Cross),-0.0355,33.25,24.51,-0.1626,0,58.5,63.2,50.0,59.1,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
VLO,0.0202,7.56,16.03995,1.1217,31.551588,71326728192,Energy,0.734,1.94,0.0347,238.53,51.98,212.33,171.38,BULLISH (Golden Cross),-0.0396,254.32,101.7,-0.0621,0,63.4,51.8,50.0,58.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
ACN,0.1061,12.19,14.92779,0.2246,16.12695,120986853376,Technology,1.251,3.29,0.0157,196.59,50.63,221.6,251.66,BEARISH (Death Cross),-0.0171,321.6,191.5,-0.3887,0,70.5,37.6,50.0,58.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
COF,0.0554,3.36,24.55779,6.3089,55.162205,115271909376,Financial Services,1.139,1.75,0.0162,185.35,61.77,200.2,214.93,BEARISH (Death Cross),0.0082,256.96,148.55,-0.2787,0,66.3,46.1,50.0,58.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
TMUS,0.1245,9.72,14.05555,0.446,21.037037,228712235008,Communication Services,0.412,1.94,,204.48,34.63,207.48,218.61,BEARISH (Death Cross),-0.0292,264.03,182.72,-0.2255,0,72.1,33.6,50.0,58.3,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
T,0.1742,3.04,2.54469,-0.1629,9.379934,199621443584,Communication Services,0.576,3.83,0.0638,28.51,65.14,27.42,26.51,BULLISH (Golden Cross),-0.0203,29.1,23.0,-0.0201,0,59.5,58.2,50.0,58.2,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
DASH,0.0682,2.13,7.64192,2.5878,70.84037,65550594048,Consumer Cyclical,1.902,,,150.89,37.38,176.2,223.99,BEARISH (Death Cross),-0.0081,281.74,146.6,-0.4644,0,67.4,40.6,50.0,57.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
MDLZ,0.0636,1.89,3.36902,0.7826,30.20106,73653665792,Consumer Defensive,0.366,3.47,0.0244,57.08,69.86,58.09,59.29,BEARISH (Death Cross),-0.0122,68.95,51.07,-0.1721,0,67.0,39.3,50.0,57.0,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
ELV,0.0284,25.21,29.43781,0.1677,11.662635,64890486784,Healthcare,0.468,2.35,0.0133,294.02,57.22,316.59,324.85,BEARISH (Death Cross),0.0011,443.23,270.1,-0.3366,0,64.1,43.7,50.0,56.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
UNH,0.0269,13.23,20.0279,0.5138,20.54573,246724460544,Healthcare,0.38,3.27,0.0161,271.82,45.44,285.76,308.64,BEARISH (Death Cross),0.0019,583.03,232.89,-0.5338,0,63.9,44.0,50.0,56.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
NKE,0.0543,1.71,2.02624,0.1849,26.523392,67142787072,Consumer Cyclical,1.286,3.1,0.0149,45.35,23.34,59.1,65.82,BEARISH (Death Cross),-0.1501,77.81,45.35,-0.4171,0,66.2,36.7,50.0,55.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
CI,0.0217,22.17,33.44765,0.5087,11.994812,71035428864,Healthcare,0.234,2.34,0.0162,265.92,50.05,275.33,283.27,BEARISH (Death Cross),-0.0047,332.99,241.71,-0.2014,0,63.5,41.8,50.0,55.6,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
CRWD,-0.0338,-0.66,6.17242,10.3522,,99851673600,Technology,1.124,,,393.71,33.24,414.41,464.31,BEARISH (Death Cross),0.0008,557.53,321.63,-0.2938,0,61.7,43.6,50.0,55.1,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
APO,0.1102,5.54,10.80117,0.9497,19.918772,64049631232,Financial Services,1.638,1.83,0.0219,110.35,71.58,118.35,132.14,BEARISH (Death Cross),-0.0208,154.24,100.3,-0.2846,0,70.9,23.1,50.0,54.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
UBER,0.1933,4.73,4.29336,-0.0923,15.230444,148266680320,Technology,1.215,,,72.04,47.7,75.02,86.99,BEARISH (Death Cross),-0.0068,100.1,64.62,-0.2803,0,61.1,41.1,50.0,54.0,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
BRK-B,0.1803,31.05,21.77445,-0.2987,15.460229,1035384520704,Financial Services,0.688,,,480.04,35.21,489.54,490.67,BEARISH (Death Cross),-0.003,539.8,459.11,-0.1107,0,60.1,42.3,50.0,53.8,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
KKR,0.0873,2.34,7.84032,2.3506,39.397438,85378957312,Financial Services,2.013,0.8,0.0084,92.19,74.2,98.77,123.83,BEARISH (Death Cross),-0.0171,151.45,83.88,-0.3913,0,69.0,24.3,50.0,53.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
CVNA,0.0692,8.46,10.71758,0.2669,36.22577,67559981056,Consumer Cyclical,3.673,,,306.47,54.96,351.46,363.75,BEARISH (Death Cross),-0.0503,478.45,162.57,-0.3595,0,67.5,26.7,50.0,53.5,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
WBD,0.0195,0.29,-0.01667,-1.0575,95.155174,69174272000,Communication Services,1.675,,,27.59,53.37,27.86,21.06,BULLISH (Golden Cross),-0.0065,29.98,7.69,-0.0796,0,46.7,62.8,50.0,51.9,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
PGR,0.129,19.23,16.1265,-0.1614,10.146906,114324979712,Financial Services,0.29,7.01,0.0185,195.12,31.49,205.47,218.42,BEARISH (Death Cross),-0.0177,271.28,191.53,-0.2807,0,55.8,37.4,50.0,49.7,24.46,0.011076458323224235,0.0026700307420969454,0.0,3.64,HOLD        -,0.0
